Topic	Start Verse ID	End Verse ID	Votes	#Generated 2016-03-14. Verse ID = bbcccvvv (01 = Gen, 66 = Rev). CC-BY License: www.openbible.info/topics
hurt feelings	58012015		139
hurt feelings	59004006		124
hurt feelings	40018021	40018035	113
hurt feelings	51003017		102
hurt feelings	20004023		85
hurt feelings	47004001	47004018	73
hurt feelings	20003034		72
hurt feelings	19119165		61
hurt feelings	46013005		61
hurt feelings	62001009		59
hurt feelings	52005016		58
hurt feelings	62001007		55
hurt feelings	43010010		54
hurt feelings	43003016		53
hurt feelings	60005007		50
hurt feelings	40007021		49
hurt feelings	66007016	66007017	49
hurt feelings	49003016		47
hurt feelings	23030019		45
hurt feelings	24031003		41
hurt feelings	40018022		41
hurt feelings	19091001	19091016	37
hurt feelings	40028020		37
hurt feelings	19001001	19001006	37
hurt feelings	43013003		32
hurt feelings	19023001	19023006	29
hurt feelings	23002012	23002015	23
hurt feelings	58012005	58012007	23
hurt feelings	58013017		22
hurt feelings	19127001		21
hurt feelings	49003020		20
hurt feelings	42010019		19
hurt feelings	19035005		18
hurt feelings	40018015	40018017	18
hurt feelings	24029011		17
hurt feelings	02020001	02020026	17
hurt feelings	43003003		17
hurt feelings	42006046		17
hurt feelings	19034001	19034007	16
hurt feelings	32001001	32001017	15
hurt feelings	59001001	59001027	15
hurt feelings	02034001	02034035	14
hurt feelings	19104014		13
hurt feelings	43014002		13
hurt feelings	19103001	19103022	13
hurt feelings	59004001	59004012	13
hurt feelings	20001001	20001033	13
hurt feelings	41016017		12
hurt feelings	40010008		12
hurt feelings	40007001	40007002	12
hurt feelings	24033003		11
hurt feelings	19037001	19037040	11
hurt feelings	05005022		10
hurtful words	20012018		209
hurtful words	59001026		174
hurtful words	20015001		172
hurtful words	40015010	40015011	127
hurtful words	49004029		122
hurtful words	20018021		121
hurtful words	20021023		111
hurtful words	60003007	60003012	100
hurtful words	19019014		86
hurtful words	20015004		83
hurtful words	45012017	45012018	69
hurtful words	42006045		68
hurtful words	19034013		68
hurtful words	40005043	40005044	63
hurtful words	40018015		52
hurtful words	20011009		47
hurtful words	40006014		47
hurtful words	46013001	46013013	47
hurtful words	19064003		47
hurtful words	19051010		46
hurtful words	59003005		45
hurtful words	19052002		42
hurtful words	20016024		38
hurtful words	20017009		35
hurtful words	55001007		35
hurtful words	24029011		33
hurtful words	40012033	40012038	32
hurtful words	41007020	41007023	30
hurtful words	45014010	45014012	30
hurtful words	05005020		29
hurtful words	59003001	59003018	29
hurtful words	60003013	60003015	28
hurtful words	20026028		28
hurtful words	47006003	47006010	28
hurtful words	50004013		26
hurtful words	21003007		25
hurtful words	51003015	51003017	24
hurtful words	40018006		23
hurtful words	20016027		22
hurtful words	50004008		22
hurtful words	19057004		21
hurtful words	40015017	40015019	19
hurtful words	49005022	49005025	19
hurtful words	19012002		18
hurtful words	02020012		18
hurtful words	20031010	20031031	18
hurtful words	49006001	49006003	18
hurtful words	20026021		17
hurtful words	43015013		17
hurtful words	19140003		17
hurtful words	20016027	20016029	16
hurtful words	42014007	42014011	15
hurtful words	02020001	02020026	15
hurtful words	41009043	41009048	14
hurtful words	45003013	45003014	13
hurtful words	47005020		12
hurtful words	01009002		12
hurtful words	59001001	59001027	12
hurtful words	20021019		12
hurtful words	01001001	01001031	12
hurtful words	01001026	01001028	12
hurtful words	41012034		12
hurtful words	19119105		12
hurtful words	19039001	19039003	11
hurtful words	20005006		11
hurtful words	20012010		11
hurtful words	19141001	19141004	11
hurtful words	20012022		11
hurtful words	20023001	20023035	11
hurtful words	40007001	40007029	11
hurtful words	03019001	03019037	11
hurtful words	59003013	59003018	11
hurtful words	05006004		10
hurtful words	27004001	27004037	10
hurtful words	48006001		10
hurtful words	14028001	14028027	10
hurtful words	42010038	42010042	10
hurtful words	20012008		10
hurtful words	19120002	19120004	10
hurtful words	01001024	01001025	10
hurtful words	20025018		10
hurtful words	19058001	19058006	10
hurtful words	20005016	20005019	10
hurting	62004020		12
hurting	40006014	40006015	11
hurting another person	43013034		13
hurting another person	49004032		10
hurting children	40018006		94
hurting children	42017002		40
hurting children	19127003	19127005	38
hurting children	41009042		29
hurting children	49006004		26
hurting children	46013004	46013006	21
hurting children	20019018		20
hurting other believers	49004031	49004032	27
hurting other believers	45014001	45014023	27
hurting other believers	43015012		19
hurting other believers	42008017		17
hurting other believers	20001007		17
hurting other believers	40005044		12
hurting other believers	42006031		10
hurting other believers	60005009		10
hurting other believers	40006014	40006015	10
hurting others	49004031	49004032	158
hurting others	45012018	45012020	82
hurting others	01050020		38
hurting others	45012001	45016027	23
hurting the one you love	66002004		10
husband	51003019		44
husband	49005025		35
husband	60003007		28
husband	58013004		25
husband	54005008		25
husband	46007005		17
husband	54002011	54002015	16
husband	49005022	49005033	14
husband	49005031		14
husband	46007002		12
husband	40005032		11
husband	28002019		11
husband	46011003		10
husband	60003001		10
husband	23054005		10
husband	49005022		10
husband and wife	60003007		71
husband and wife	49005033		61
husband and wife	46007003	46007005	52
husband and wife	49005022	49005024	44
husband and wife	49005025		43
husband and wife	49005031		38
husband and wife	49005022		34
husband and wife	58013004		33
husband and wife	46007002		28
husband and wife	01002018	01002024	27
husband and wife	43014015		26
husband and wife	46010013		24
husband and wife	52004003	52004005	23
husband and wife	49005028		23
husband and wife	46006009	46006011	22
husband and wife	46006013		21
husband and wife	62002004		20
husband and wife	01002024		20
husband and wife	54002012		19
husband and wife	43014001	43014031	19
husband and wife	40015019	40015020	16
husband and wife	03018019	03018023	15
husband and wife	40005028		14
husband and wife	43008034		13
husband and wife	03020010	03020016	13
husband and wife	49005023		13
husband and wife	44005029		12
husband and wife	56002004		12
husband and wife	52004004		10
husband and wife	47010003	47010005	10
husband and wife	46006018		10
husband and wife	40022030		10
husband as leader	46011003		14
husband as leader	49005025		12
husband as leader	49005001	49005033	12
husband as leader	51003018		12
husband being the spiritual leader	49005022	49005033	78
husband being the spiritual leader	60003007		78
husband being the spiritual leader	46011003		53
husband being the spiritual leader	49006004		32
husband being the spiritual leader	05006006	05006007	27
husband being the spiritual leader	49005001	49005033	24
husband being the spiritual leader	49005021	49005033	22
husband being the spiritual leader	60003001	60003022	18
husband being the spiritual leader	49005022	49005024	18
husband being the spiritual leader	23054013		12
husband being the spiritual leader	49005022		11
husbands	49005025		39
husbands	51003019		38
husbands	60003007		37
husbands	49005022	49005033	29
husbands	49005028		27
husbands	54005008		23
husbands	21009009		22
husbands	39002014	39002016	14
husbands	40005028		13
husbands	54002011	54002015	13
husbands	49005031		12
husbands	46007033		12
husbands	46013001	46013013	10
husbands	46007003		10
husbands	46011003		10
husbands and wives	49005025		415
husbands and wives	60003007		348
husbands and wives	46007001	46007040	339
husbands and wives	51003019		279
husbands and wives	49005022		259
husbands and wives	49005028		240
husbands and wives	49005022	49005033	236
husbands and wives	20031010	20031031	196
husbands and wives	49005031		186
husbands and wives	58013004		169
husbands and wives	60003001	60003006	147
husbands and wives	54003001	54003007	146
husbands and wives	49005025	49005029	141
husbands and wives	20018022		128
husbands and wives	51003014		119
husbands and wives	49005023		85
husbands and wives	46013001	46013008	84
husbands and wives	49005021		80
husbands and wives	49005033		79
husbands and wives	21004009	21004011	78
husbands and wives	40005028		73
husbands and wives	46006018		68
husbands and wives	20005018	20005019	68
husbands and wives	51003018		65
husbands and wives	01002024		64
husbands and wives	60003001		63
husbands and wives	46011009		61
husbands and wives	01003016		54
husbands and wives	56002001	56002015	54
husbands and wives	49005022	49005023	53
husbands and wives	54005008		53
husbands and wives	54002012		51
husbands and wives	40005032		50
husbands and wives	40019004	40019006	50
husbands and wives	56002005		50
husbands and wives	21009009		45
husbands and wives	46007002		43
husbands and wives	01001027		40
husbands and wives	20014001		40
husbands and wives	60003006		40
husbands and wives	49005024		36
husbands and wives	59004001	59004017	35
husbands and wives	54005001	54005025	34
husbands and wives	40007001	40007029	30
husbands and wives	54002015		28
husbands and wives	49005026		27
husbands and wives	51003017		26
husbands and wives	22007007	22007012	24
husbands and wives	49006002		24
husbands and wives	20001008		21
husbands and wives	49005025	49005027	21
husbands and wives	41010006	41010009	20
husbands and wives	22004009	22004010	19
husbands and wives	02021022	02021025	19
husbands and wives	45012009	45012018	16
husbands and wives	50004013		15
husbands and wives	22001002	22001004	14
husbands and wives	19051001	19051019	14
husbands and wives	19091001	19091016	11
husbands and wives in heaven	41012025		13
husbands love	49005025		13
husbands love your wife	60003007		32
husbands love your wife	49005025		26
husbands love your wife	49005025	49005033	23
husbands love your wife	49005033		19
husbands love your wife	49005031		15
husbands love your wife	49005001	49005033	15
husbands love your wife	49005028	49005029	14
husbands love your wife	49005022	49005024	13
husbands love your wife	49004032		12
husbands love your wife	54003001	54003016	10
husbands loving their wives	51003019		118
husbands loving their wives	60003007		89
husbands loving their wives	49005025		80
husbands loving their wives	49005028		65
husbands loving their wives	01002024		65
husbands loving their wives	49004032		57
husbands loving their wives	21009009		48
husbands loving their wives	49005022	49005033	45
